ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
615,60-1,More Unique Mysteries,"Gardner's ""Card Through the Handkerchief""",1:33:05,5,84,A signed card penetration through the case and a cloth.,"A chosen card seemingly penetrates a handkerchief. The magician has a card selected, places the deck in its case, and wraps it in a handkerchief. The chosen card then appears outside of the case and handkerchief, as if it has magically passed through the fabric.",NONE
616,60-1,More Unique Mysteries,"Carmen Damico's ""Toss Over Card""",1:42:52,5,86,A very fooling 1 card across,"Card placed on table, two others reversed and placed in the deck. Card on table vanishes as it is tossed at the deck, and is found between the reversed cards",Carmen Damico
617,60-1,More Unique Mysteries,Stanley Jak's Good Luck Card,1:53:47,5,89,Signed card to coin purse. Perfect for close up workers.,Selected card found folded inside coin purse,Stanley Jak
618,60-1,More Unique Mysteries,"Himber's ""Name Cards"" Karrell Fox's ""The Question is...""",2:02:47,5,"91, 96",Find multiple cards using your spectators names. A comedy card revelation with proper punctuation,"The magician uses the letters in a person's name to seemingly locate a chosen card. A card is selected and returned to the deck, and the cards are shuffled. The spectator names any person, and the magician deals cards for each letter of the name. Through a process of counting and eliminating cards based on the letters, the magician ultimately reveals the selected card. - A card is selected, remembered, and returned to the deck. The cards are shuffled, and the magician spreads them out on the table in the shape of a question mark. The dot at the end of the question mark is then revealed to be the selected card.",NONE
619,60-1,More Unique Mysteries,Leon Maguire's Newspaper Card Holder,2:20:23,5,93,"A stand-up, interactive pseudo-memory stunt using a one of a kind gimmick.","a secret card holder using a newspaper. By cutting slots in a folded newspaper and attaching a paper bag to the back, the magician can secretly hold and reveal cards during a magic trick. The newspaper appears ordinary, but it has hidden features that allow for surprising card revelations and manipulations.  Holder, stack, and servante ideas",Leon Maguire
620,60-1,More Unique Mysteries,"Tony Lopilato's ""Yeast"" Pack",2:42:27,5,97,Inflate the deck to change the color of any named card.,"The magician shows some playing cards, sprinkles something on them that looks like yeast, and wraps them in a handkerchief. The cards then appear to expand and rise up inside the handkerchief as if they are growing or being inflated.",Tony Lopilato
621,60-1,More Unique Mysteries,Tony Lopilato's Sympathetic Silks The Quick-Knot Silks Tony Lopilato's Snappy Knotting Silks,2:58:18,5,99-104,"A bunch of bandanas are brought together with socio-political commentary, and magic knots, to inspire you to think beyond the trick.",Cards spread and rise under handkerchief,Tony Lopilato
622,60-1,More Unique Mysteries,Gene Tarbell's Rubber Band Off String - Seymour Davis's Wand Through Handkerchief - Wand Through the Hat,3:23:09,5,104-110,A giant nail is used to make a convincing point with three perplexing penetrations before being bent bare-handed and presented to your participant.,"A rubber band seemingly comes off a string while the ends are held by a spectator. The magician threads a rubber band onto a string held taut by a spectator. They cover the band with a handkerchief and then remove the handkerchief to show the band is no longer on the string, even though the spectator never let go of the ends. - a wand or stick seemingly penetrates a hat. The magician places a hat upside down on a table and pushes a wand or stick directly through the crown of the hat. Despite this seemingly impossible action, the hat remains unharmed. - a wand or stick seems to pass through a handkerchief. The magician spreads a handkerchief over their fist, creating a well or indentation in the fabric. They then push the wand through the well, seemingly penetrating the handkerchief. However, the handkerchief remains unharmed, adding to the mystery of the illusion.",Gene Tarbell
623,60-1,More Unique Mysteries,Max Malini's Egg Bag,3:45:57,5,110,You'll learn the secret of the Malini Egg Bag causing an egg to vanish and re-appear with incredible ease.,"Discussion of Malini's bag. Comparison with Albini bag. Short ideas, but no full routine provided.",Max Malini
624,61-1,Four Ace Effects,Conus' Aces,0:00:09,5,114,An early version of the ace transposition which makes it look like you can steal the aces away from under someone's hand.,4 Aces placed face down. 4 Cards from pack switch,NONE
625,61-1,Four Ace Effects,Simple Four-Ace Routine,0:11:29,5,115,A classic four ace assembly.,"4 aces on table, 4 others added. Aces assemble",NONE
626,61-1,Four Ace Effects,Ed Marlo's Simplex Aces,0:18:49,5,117,A convincing ace assembly version by Ed Marlo using a versatile switch.,"4 Aces dealt, 4 others, Aces assemble (no palm)",Ed Marlo
627,61-1,Four Ace Effects,Grant's Four-Ace Routine,0:24:11,5,119,"Next, Gen Grant gives you a non-sleight-of-hand method","4 Aces dealt, 4 others, mixed, put in pack and re-dealt. Assemble!",NONE
628,61-1,Four Ace Effects,Paul Rosini's Ace Transposition,0:37:01,5,121,An incredible transposition now improved with a couple of extra kickers.,"4 Aces removed from deck, appear face down in deck, tabled cards are now indifferent cards!",Paul Rosini
629,61-1,Four Ace Effects,Ed Marlo's Face-Up Ace-Embly,0:46:36,5,123,A way to make the aces instantly gather together and reverse themselves in the middle of the deck.,4 Aces spread through deck. Assemble together,Ed Marlo
630,61-1,Four Ace Effects,Larson's Aces,0:54:11,5,127,"An effective, and versatile, sequence to make four cards all appear to be the same before revealing their true identities.","One card selected, not revealed. Spectator points to any card, all 3 moved to top through deck and turn into Aces.",NONE
631,61-1,Four Ace Effects,Christopher's Red and Black Aces,0:59:17,5,129,Make the red and black aces change places in the blink of an eye.,"4 Ace of Spades shown, turn to 4 regular Aces",NONE
632,61-1,Four Ace Effects,"""Chic"" Schoke's Hippity Hop Aces",1:03:27,5,131,"A unique, visual way to make the aces change places.",Red and Black Aces transpose,NONE
633,61-1,Four Ace Effects,Audley Walsh's Ace Assembly,1:06:48,5,133,"An incredibly deceptive technique which allows the aces, distributed in a fan, to instantly come together on the top of the deck with no sleight-of-hand.",4 Aces transpose in the hands,Audley Walsh
634,61-1,Four Ace Effects,Barnhardt's Four-Ace Opener,1:11:41,5,134,Cut to the four aces from a shuffled pack.,Aces distributed in pack assemble,NONE
635,61-1,Four Ace Effects,Ed Marlo's Four-Ace Opener,1:15:01,5,134,"Visually produce the four aces, by having the aces ""kiss"".","4 packets dealt, top of each is an Ace",Ed Marlo
636,61-1,Four Ace Effects,Ed Marlo's General Ace Opener,1:23:17,5,136,"Find the four aces from a shuffled deck, using only one hand.",Indifferent cards change to 4 Aces,Ed Marlo
637,61-1,Four Ace Effects,Ed Marlo's One-at-a-Time Aces,1:31:37,5,138,A great assembly where you see the aces appear one-at-a-time.,"four Aces magically gather together. The magician places the four Aces separately on the table, with some face-up and some face-down. They then deal indifferent cards onto the Aces. Through a series of magical moves, the Aces vanish from three of the piles and assemble under the fourth pile, creating a surprising and seemingly impossible gathering of the Aces.",Ed Marlo
638,61-1,Four Ace Effects,"Joe Berg's ""Magician Makes Good""",1:39:58,5,126,"And the aces make a surprise appearance when a spectator tries to guess their card. Turns out it's an ace, so naturally the other cards change to match it.","4 Aces dealt, 3 cards on each, Aces Assemble",Joe Berg
639,61-1,Four Ace Effects,H. Adrian Smith's Penetrative Aces,1:45:11,5,141,"An unusual (seldom seen) penetration effect, where the aces travel through the close up mat to join the rest, underneath the spectators wallet.",Aces Penetrate newspaper in matrix,NONE
640,61-1,Four Ace Effects,The Conjurer's Four-Ace Mystery,1:52:11,5,146,"One of the most famous ace assemblies ever, where each one is clearly seen until it vanishes from its packet to join the leader ace.",Gimmicked 4 Ace Assembly,NONE
641,62-1,Modern Mental Mysteries Vol 1,Dai Vernon's Message in the Flames,0:00:10,5,149,A method from Dai Vernon to secretly read information (apparently destroyed) right in front of the audience.,"Message is burned, magician reveals",Dai Vernon
642,62-1,Modern Mental Mysteries Vol 1,Dai Vernon's Mental Prediction,0:15:23,5,152,"A way to literally predict exactly what someone will write, and they can write absolutely anything they want.",Center tear steal,Dai Vernon
643,62-1,Modern Mental Mysteries Vol 1,Dai Vernon's Magazine Test,0:33:19,5,154,"A perfect page force you can do with any magazine, and this particular presentation pays off with a perplexing production.","Card inserted in magazine, magician describes page (force)",Dai Vernon
644,62-1,Modern Mental Mysteries Vol 1,Frank Kelly's Magazine and Picture Test,0:50:40,5,159,Using a magazine and some numbered picture cards you can make a winning bet on something your spectator is only thinking of.,ESP cards used to pick page,Frank Kelly
645,62-1,Modern Mental Mysteries Vol 1,"Newmann's ""Super-Divino"" Sealed Letter Test",1:10:52,5,163,"Learn how to reval a spectators birthday, social security number, even their secret code to unlock their phone.","4 spectators write numbers on pad, a 5th number is added to them. All sealed in envelope. Magician states total and each individual number.",NONE
646,62-1,Modern Mental Mysteries Vol 1,"Braunhut's ""Thoughts Afire""",1:37:44,5,166,"A streamlined, ungimmicked, full peek of any post-it note.",Message sealed in envelope is burned and read,Harold Braunhut
647,62-1,Modern Mental Mysteries Vol 1,Double Envelopes,2:15:42,5,177,"Learn how to make an incredibly versatile envelope which can be handed out to your audience, yet it allows you to force or exchange information with no suspicious moves.",Number on slate matches number of words in advertisement,NONE
648,62-1,Modern Mental Mysteries Vol 1,"Harold Braunhut's ""Ad-Venture""",1:51:24,5,170,Predict an upcoming event that your spectator is only thinking of.,"a mentalism trick using newspaper want ads. A spectator cuts out and mixes up a bunch of want ads, and several people choose ads and seal them in envelopes. The mentalist then seemingly reads the mind of a spectator who has chosen one of the envelopes and reveals the contents of the selected ad without ever looking at it.",Harold Braunhut
649,62-1,Modern Mental Mysteries Vol 1,Reading the Number on a Borrowed Dollar Bill,2:32:32,5,178,Reveal the serial number of a borrowed dollar bill.,"a mentalism trick where the magician seemingly reveals the serial number of a borrowed dollar bill. The spectator places their bill in an envelope, and the magician, without ever seeing the bill, correctly recites its serial number.",NONE
650,62-2,Modern Mental Mysteries Vol 2,The Impossible Prediction,0:00:10,5,179,"A triple coincidence finds a random helper predicting a chosen cocktail, and you provide all the right ingredients.","Magician predicts a future event. A spectator makes a free choice from a selection of possibilities, and the magician reveals that they had already predicted the exact outcome, seemingly demonstrating precognition or an ability to see the future.",NONE
651,62-2,Modern Mental Mysteries Vol 2,The Royal Telephone Test,0:15:40,5,181,"A direct method for the perennial favorite telephone card trick, updated with options for the cellphone era.",A mentalism effect where a spectator selects a card and then chooses a random phone number from a phone book. They call the number and the person who answers miraculously names the selected card.,NONE
652,62-2,Modern Mental Mysteries Vol 2,"Tarbell's ""Bank Night"" ",0:26:15,5,183,"A new presentation and handling with prize bubbles that breathes new life into Bank Night, making everyone a winner, especially you.","A mentalism trick involving a wooden board, envelopes, and a five-dollar bill. Several spectators choose envelopes from a board, believing one contains the money. They each open their envelope to find only blank paper, but when the magician opens the remaining envelope, it contains the five dollars.",NONE
653,62-2,Modern Mental Mysteries Vol 2,The Psychic Number 7,0:44:09,5,188,"A closely-guarded method to code any playing card over the phone, explained here for the first time ever.","A mentalism act involving a deck of cards and a telephone. A spectator selects a card and then calls a randomly chosen person. That person, without any prior knowledge, somehow knows the identity of the selected card.",NONE
654,62-2,Modern Mental Mysteries Vol 2,"Sunshine's ""Stop Card"" Mystery ",1:00:47,5,190,"Three spectators are called upon to locate their own cards through intuition, and they do, with quite a bit of help from this clever new handling.","A mentalism trick with three chosen cards and two hats. Three people select cards from a deck, and the magician places the deck in one hat. They then take cards one at a time from the hat and hold them between two other hats. Each person is asked to say ""Stop"" when they think the magician is holding their card. The magician seemingly uses intuition to find all three chosen cards correctly.",NONE
655,62-2,Modern Mental Mysteries Vol 2,Synthetic Sympathy ,1:24:08,5,194,"A quick, impromptu card-matching trick by Ted Annemann that will put your card handling skills to good use.","A card trick where the magician seemingly knows in advance the card a spectator will choose. Using two decks of cards, the magician subtly influences the spectator's selection while maintaining the illusion of a free choice. The magician then reveals that they had already selected the same card, creating a seemingly impossible prediction.",NONE
656,62-2,Modern Mental Mysteries Vol 2,The X-Ray Cards,1:45:40,5,200,A do-it-yourself deck of cards seems completely ordinary but contains a secret way for you to see any card returned anywhere.,"A card trick where the magician seems to have x-ray vision, able to see through the cards.  The magician gives a spectator half the deck and holds the other half behind their back. The spectator hides one of their cards in the magician's packet. Without looking, the magician can identify the hidden card.",NONE
657,63-1,Hat and Coat Productions,"The ""Master Hat"" & Comedy Egg Production ",0:00:10,5,"203, 206","A versatile principle that allows you to show a container completely empty, while concealing items for production. A routine using the Master Hat to produce endless eggs. It was used with great success by two legends of stage magic: Howard Thurston and David Devant.",Gimmicked derby hat for productions and vanishes,NONE
658,63-1,Hat and Coat Productions ,"""Master Hat"" Production Routine ",0:28:15,5,210,"See how the Master Hat concept can be applied to other objects, not just hats, to convincingly hide large production loads in plain sight.",Routine with Master Hat,NONE
659,63-1,Hat and Coat Productions ,"""Master Hat"" St Patrick's Day ",0:38:01,---,---,"A brand new method for an unbelievable instant production that leaves you holding an ordinary, ungimmicked hat.",Not in Book,NONE
660,63-1,Hat and Coat Productions ,An Unexpected Rabbit Production ,0:44:36,5,214,"Vanish items, and produce a live animal from a simple cloth.","Rabbit pockets, suggestions for handling, and unexpected production",NONE
661,63-1,Hat and Coat Productions ,Rapid Production of Rabbit from Hat,0:55:32,5,216,"A classic rabbit production using misdirection, an ungimmicked hat, and a magician.","A rabbit is quickly produced from a hat. The magician shows the hat to be empty, places it against their body, and in a swift motion, produces a live rabbit from the hat.",NONE
662,63-1,Hat and Coat Productions ,Easy Method for Rabbit from Hat Production ,1:00:14,5,218,An incredibly deceptive and practical rabbit production that can be added easily to any show.,"Producing a rabbit from a hat that has been secretly loaded beforehand. The magician uses misdirection, first loading an object like an Easter egg into the hat, then seemingly picking up the egg while secretly loading the rabbit into the hat. Finally, they reveal the rabbit from the hat, surprising the audience.",NONE
663,63-1,Hat and Coat Productions ,Novel Production of Rabbit from Hat - General Hat Production - Rabbit Production from Paper Ribbon - A Chicken Produced from Gentleman's Coat,1:07:39,5,"217, 218, 219, 223",Learn general techniques for producing huge quantities of items from a hat. A practical rabbit production from hat.,"a hat is suspended above the magician's table. With a magical gesture, the magician causes the hat to fall, and when it lands on the table, a live rabbit is inside. - general techniques for producing a rabbit from a hat, including how to secretly load the rabbit and how to perform the production smoothly and convincingly. - a rabbit appears from a paper ribbon. The magician shows some silks and a paper ribbon, which they let fall to the floor. When they pick the ribbon back up, a live rabbit is produced from it. This trick is often used as a finale to a silk and ribbon production routine. - a live chicken is produced from a spectator's coat. The magician borrows a man's coat, has some fun with an assistant pretending to find something in the coat, and then reaches into the coat and pulls out a live chicken!",NONE
664,63-1,Hat and Coat Productions ,Silks and the Rabbit ,1:42:39,5,219,Produce an animal from a bundle of silks.,"A rabbit is produced from a combination of silks and a paper ribbon. The magician shows some silks, places them in a hat, and adds a paper ribbon. When they reach into the hat, they pull out a live rabbit instead of the silks and ribbon.",NONE
665,63-1,Hat and Coat Productions ,Rabbit Production from Gentleman's Coat ,1:45:40,5,220,Pull a large object out from under someone's jacket.,Brunel White gimmicked table,NONE
666,63-1,Hat and Coat Productions ,Production of Bottle of Milk or Liquor from Gentleman's Hip Pocket,1:56:30,5,224,"An unexpected production of a bottle, apparently from your helper's back pocket.","a bottle of milk or liquor is produced from a spectator's pocket. The magician has the spectator stand with their back to the audience and secretly loads the bottle under their coat. After some misdirection, the magician reaches into the spectator's pocket and produces the bottle, as if it came from their pocket all along.",NONE
667,63-1,Hat and Coat Productions ,Changing Rabbit to Box of Candy ,2:01:35,5,225,Change an animal into a suitable gift for someone in your audience.,"A live rabbit is shown to the audience, then wrapped in paper. When the magician unwraps the paper, the rabbit has vanished and in its place is a box of candy.",NONE
668,63-1,Hat and Coat Productions ,Sausages from Boy's Coat,2:09:16,5,229,"An old, and nearly forgotten gag, now updated for extra comedy and guaranteed shock value.",A comedy trick where the magician seems to pull an impossible number of linked sausages from under a boy's coat.,NONE
669,64-1,Oriental Magic,Tarbell's Mysterious Firecrackers,0:00:10,5,231,"A rather silly children's trick gets transformed into a much sillier, and more amazing, routine suitable for an adult comedy club audience.","Designed for an audience of children, although it can be performed for adults as well. It involves three firecrackers of different colors and a borrowed hat. Through a series of actions, the magician seemingly causes the firecrackers to change color.",Harlan Tarbell
670,64-1,Oriental Magic,Kolar's Balloon and Silks,0:17:36,5,234,The simple addition of a balloon and some confetti gives the standard silk vanish an added pop on its re-appearance.,"Silks vanish from bag, found in balloon.",NONE
671,64-1,Oriental Magic,Ching-A-Ling Chinese Lantern Production,0:24:24,5,236,"You'll learn how to build an innocent-looking box to produces a whole party, filling your stage with fun... with a little help from your friends.","A Chinese lantern is shown empty, then placed on a table. The magician reaches into the lantern and produces multiple smaller lanterns, then a number of silks, and finally a large silk or flag.",NONE
672,64-1,Oriental Magic,The Hindu Mango Tree Growth Tarbell's Hindu Plant Growth Comedy Flower Growth ,0:48:40,5,"240, 244, 249",Learn how to make fantastic looking plants that can be produced on stage. A surprising production of a palm tree. Produce a plant that can visualy grow on stage.,Seed grows quickly to small mango tree,NONE
673,65-1,Original Oriental Secrets,Tarbell Orange and Die,0:00:10,5,251,"An instant transposition of two common toys, a Rubik's Cube and a rubber ball.",Metamorphosis with orange and die,Harlan Tarbell
674,65-1,Original Oriental Secrets,Chink-A-Chink,0:11:00,5,254,"Considered by many to be the best, impromptu, bare hand object assembly.","4 Chinese weights are set into a rectangle shape.  Magician places his hand over 1 at bottom right, then the other hand at top left.  When hands move, bottom right weight is gone and has now appeared at top left position.  This is repeated with other 2 until all are in 1 corner.",NONE
675,65-1,Original Oriental Secrets,The Chinese Treasure Chest,0:15:23,5,257,"A treasure chest that can be shown completely empty, yet used to produce an impressive amount and variety of objects.",Tip over box or Sub-Trunk,NONE
676,65-1,Original Oriental Secrets,"The Chinese ""Flash"" Pigeon Frame",0:32:56,5,260,A scaled-down version of a dove production apparatus that's easy to build and opens up interesting new artistic approaches not involving animals.,"Easel covered with paper frames, paper burst through to reveal pigeon",NONE
677,65-1,Original Oriental Secrets,Chinese Tape Release from Leg,0:47:08,5,263,A quick and visual rope escape tied around your legs.,"Cloth tape is wrapped around lower and upper parts of magician's legs. When magician stands, he is released.  Instant release",NONE
678,65-1,Original Oriental Secrets,Simplex Coat and Tape Release,0:53:25,5,265,"An impressive release of your suit jacket, that has been looped through rope.",tape tied through coat is released,NONE
679,65-1,Original Oriental Secrets,Japanese Multiple Tape Tie,1:04:05,5,269,A quick penetration of two shoelaces through a volunteer's wrists.,Two assistance tied and released (walking through rope),NONE
680,65-1,Original Oriental Secrets,Ching Ling Foo's Master Tape Mystery,1:11:07,5,271,An unbelievably convincing cut and restored ribbon.,"A piece of tape, two assistants, and a pair of scissors. The tape is stretched taut and cut in half with the scissors. The magician then mysteriously restores the tape to one piece.",NONE
681,65-1,Original Oriental Secrets,Clippo,1:17:23,5,276,,"A long piece of cloth tape is held taut between two assistants. The magician cuts the tape in half with scissors, then holds the two cut ends far apart. After bringing the ends back together, they are tied in a loose knot. The magician fans the knot with a fan, the knot is untied, and the tape is whole again. Tape is examinable",NONE
682,65-1,Original Oriental Secrets,Ching Ling Foo's Royal Tape Mystery,1:25:36,5,277,,"A long piece of cloth tape is held taut between two assistants. The magician cuts the tape in half with scissors, then holds the two cut ends far apart. After bringing the ends back together, they are tied in a loose knot. The magician fans the knot with a fan, the knot is untied, and the tape is whole again.",NONE
683,65-1,Original Oriental Secrets,The Chinese Burning Tapes,1:31:56,5,280,Burned and restored shoelaces.,The performer shows two lengths of tape and has them held at each end by assistants. The center of the tapes are lit on fire and the tapes separate. The magician extinguishes the flames and brings the burnt ends together. The tapes are then mysteriously restored into one complete piece.,NONE
684,65-1,Original Oriental Secrets,Hindu Turban Mystery,1:40:52,5,282,A neat new handling for a cut and restored cash register tape.,"A magician has his wrists tied together with a length of rope. He then covers his hands with a cloth, and when he removes the cloth, the rope has been removed from his wrists and is now tied around the cloth!",NONE
685,65-1,Original Oriental Secrets,"Chinese ""Chefalo"" Knot",1:46:06,5,285,A complicated-looking knot that unties itself.,"A long piece of tape is shown and one end is held by an assistant. The magician ties a series of knots in the tape. Upon command, the knots dissolve in mid-air leaving the tape straight.",NONE
686,65-1,Original Oriental Secrets,Chinese Ring on the Tape,1:49:18,5,288,An unusual move for a ring and string routine.,"A large ring and a long piece of cloth tape are shown. The middle of the tape is threaded through the ring and a knot is tied. One end of the tape is given to an assistant while the magician holds the other. In an instant, the ring is seen to be hanging on the tape inside the loop formed by the knot.",NONE
687,66-1,Tarbell Hindu Rope Mysteries,Tarbell Hindu Rope Mystery,0:00:10,5,297,"A long piece of clothesline is tied in a circle, cut in half, and cleanly restored. The routine can be repeated and the rope can be given away as a souvenir.","A rope is cut and restored twice. A spectator cuts the rope in the center, and pieces are trimmed from the ends to prove it is truly cut. The magician then restores the rope, only to have it cut again and restored once more. Finally, the fully restored rope is tossed into the audience for examination.",NONE
688,66-1,Tarbell Hindu Rope Mysteries,"The ""Bombay"" & the ""Calcutta"" Method",0:32:50,5,"308, 311","A single piece of rope is clearly cut into two equal pieces. With no suspicious moves, the rope rejoins into one piece. Then, the spectator cuts it anywhere she wants, and it is restored back to a single piece of rope.","In ""The Bombay Method,"" a spectator cuts a rope in half, and pieces are trimmed from the ends to prove the cut. The magician then restores the rope to one piece. - In ""The Calcutta Method,"" the rope is also cut in half by a spectator, and all four ends are trimmed. Despite this, the magician is able to instantly restore the rope to its original, uncut state.",NONE
689,66-1,Tarbell Hindu Rope Mysteries,"The ""Inner Circle"" Rope Mystery & the ""Delhi"" Method",0:51:18,5,"313, 314","You will learn how to cut a rope into three pieces (that famously change lengths) and instantly make them join back into one long rope. Plus, you can move a cut-off piece from one end of a rope to the other and it still rejoins.","In ""The Inner Circle Rope Mystery,"" the magician forms a loop in the center of the rope and has a spectator cut through it. This results in three pieces of rope. The magician then mysteriously restores the rope to one piece. - In ""The Delhi Method,"" the magician forms a loop in the rope and has it cut.  The rope is shown to be in three pieces. The magician then restores the rope to its original length in a comedic fashion.",NONE
690,66-1,Tarbell Hindu Rope Mysteries,Emergency Loop Method,1:11:59,5,318,A variation of the Tarbell Hindu Rope Mystery that uses a normal rope.,"This method is a simplified rope trick that can be performed without any special gimmicks. A rope is shown tied into a loop and then cut in the center. Despite being seemingly cut, the rope is quickly restored to its original looped form. This trick is designed to be easy to perform and can be done impromptu.",NONE
691,67-1,Modern Rope Magic,Tony Lopilato's Rope-Saver,0:00:10,5,321,"A cord, wrapped around a package, is cut off and the knot, joining the two pieces, vanishes so the rope may be used again.","A magician presents a box tied with a rope in a way that the rope goes around both ways. He explains that usually when untying such packages, the rope becomes too short to be reused. However, he has a solution - a ""rope-saver"". He proceeds to cut the rope twice to remove it from the box, and then mysteriously restores the rope to its original, full length, allowing it to be used again.",Tony Lopilato
692,67-1,Modern Rope Magic,The Tony Lopilato Knot,0:07:41,5,323,"An easy-to-remember, but complicated-looking, knot that's even easier to get rid of.",Dissolving knot,Tony Lopilato
693,67-1,Modern Rope Magic,The Double Knotter,0:11:41,5,326,A strange way to tie two knots at the same time.,Appearance of two knots,NONE
694,67-1,Modern Rope Magic,Tony Lopilato's Ring on the Rope,0:14:41,5,328,"A ring is borrowed, vanishes, and reappears on a rope that is tied around your spectator.","Ring disappears in handkerchief, reappears on rope",Tony Lopilato
695,67-1,Modern Rope Magic,"Tony Lopilato's ""Book Mark""",0:23:39,5,330,A short piece of rope is used as a bookmark. Then stretches into a much longer piece.,"A magician shows a short piece of rope and uses it as a bookmark in a book. He then takes a longer piece of rope, cuts it in half, and magically restores it. Finally, he makes the longer rope disappear. When he pulls the bookmark out of the book, it has transformed into the longer rope!",Tony Lopilato
696,67-1,Modern Rope Magic,Tarbell's Rings and Growing Rope,0:32:02,5,332,"An object, trapped on a short rope, is mysteriously freed while the ends remain in view. Then the rope grows.",Wooden rings penetrate rope which grows,Harlan Tarbell
697,67-1,Modern Rope Magic,Judge Lynch's Necktie Party,0:43:46,5,336,"A rope tied around your neck and threaded through your jacket seems to melt right through everything, but takes your tie off as it does.","Grandmother's necklace - principle, tie appears on rope",NONE
698,68-1,Magic of the Bambergs,"The Frogs, the Fish, and the Bowl of Water",0:00:10,5,341,A modernized method to effortlessly produce live fish.,Production of frogs and fish,NONE
699,68-1,Magic of the Bambergs,The Broken and Restored Clay Pipe,0:28:16,5,346,"A broken and restored party horn makes for a funny, and surprising, emcee gag.","Five white pipes on one hand, five blue pipes on other hand, transposition",NONE
700,68-1,Magic of the Bambergs,The Boomerang Coins,0:36:55,5,349,"Every time you figure out your helper's card, you get a chip, but they somehow always return back. Until the chips and cards become solid blocks.","Coins/metal discs are counted and number increases and diminishes, using tray",NONE
701,68-1,Magic of the Bambergs,David Tobias Banberg's Egg Bag,1:12:57,5,354,"A version of the egg bag you've never seen before. Produce a full dozen eggs, and the whole chicken.","Large bag, fifteen eggs produced and a live hen",David Tobias Bamberg
702,68-1,Magic of the Bambergs,"Okito's Tea, Milk, and Sugar Mystery",1:35:14,5,364,A complete magic routine where you transform paper shreds into coffee and cream.,"Paper transforms into tea, milk and sugar in cans and cups",NONE
703,68-1,Magic of the Bambergs,Fu Manchu's Phantom Bag Escape,2:05:26,5,370,"An instantaneous escape from an ungimmicked cloth bag, examined before and after.",Escape from large bag,Fu Manchu
704,68-1,Magic of the Bambergs,DL Bamberg's Change-over Clay Pipes,0:26:08,5,345,"five white pipes on one hand, five blue pipes on other hand, transposition","The magician shows some white pipes and some blue pipes. By just moving their hands around, the magician makes the white pipes and blue pipes switch places!",David Leendert Bamberg
705,69-1,Magic with Bowls and Liquids,Production of a Large Bowl of Water,0:00:10,5,375,Learn how to make the special costume for the production of a large cooler full of ice and beer.,"Bowl of water production. Body load, chinese costume",NONE
706,69-1,Magic with Bowls and Liquids,"Production of Stack of Four Bowls of Water, Chinese Production of the Four Bowls",0:25:59,5,380,"Using the same costume, you'll learn how to produce tall stacks of many bowls filled with colorful water; Using the same gimmick as the previous production, you'll learn how to produce tall stacks of many bowls filled without a special costume.",Multiple bowl of water produced. Stage,NONE
707,69-1,Magic with Bowls and Liquids,Production of a Child,0:55:33,5,387,"Learn how to produce a small child, instantly on stage, with only a cloth and a chair. This brand new method requires none of the previous cumbersome contraptions and costumes, and it's adaptable to just about any stage.",Child appears from nowhere.  Using body loading and chinese costume,NONE
708,69-1,Magic with Bowls and Liquids,Modern Production of a Bowl of Water on a Table,1:08:09,5,387,Produce a large fisbowl from thin air. You will learn all the details on how to construct a special table for this killer production.,Bowl of water production. Gaffed table,NONE
709,69-1,Magic with Bowls and Liquids,The Vanishing Bowl of Water,1:20:45,5,390,"You'll learn all the work on the once-popular vanishing bowl of water, with an all new handling.",Bowl of water vanishes. Using assistant,NONE
710,69-1,Magic with Bowls and Liquids,Chinese Production of Doves,1:40:09,5,392,A fun and interesting way to produce a small live animal.,Dove production using bowl.,NONE
711,7-1,Impromptu Tricks,The Penetrating Ring,0:00:10,1,131,Ring penetrates through rubberband on your finger.  Rubberband is set-up similar to Jumping Rubber Band.  ,Ring penetrates rubber band.,NONE
712,7-1,Impromptu Tricks,The Jumping Rubber Band ,0:05:34,1,134,Rubberband jumps from first two fingers to third and fourth fingers,A rubber band jumps from finger to finger,NONE
713,7-1,Impromptu Tricks,Metal Ring on a String & Patriotic Ring on a String ,0:10:50,1,"137, 140",Solid key is pulled off of string. Performer removes named card from string while other cards remain.,"You let someone look at a metal ring and a piece of string. They put the ring on the string and hold the ends of the string. You cover the ring with a handkerchief, and when you take the handkerchief away, the ring is gone! - The magician has a red, white, and blue ring, and a piece of string. Two people hold the ends of the string, and the magician puts the rings on the string.  He covers the rings with a handkerchief, and then makes one of the rings disappear!",NONE
714,7-1,Impromptu Tricks,The Penetrative Cigar Band ,0:26:40,1,143,"pretzel is pulled off of string.  Spectator has no clue how to do it, but rest of audience sees it",Selected colored ring is magically removed from rope,NONE
715,7-1,Impromptu Tricks,The Vanishing Ring on String ,0:29:58,1,144,Knot is magically removed from rope.  Spectator is fooled.  Audience sees it.,Cigar band magically removed from rope,NONE
